provincia,localidad,empresabandera,precio,mes,anio,latitud,longitud,geojson,region
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1127,1,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1390,9,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1500,11,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1288,8,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1648,12,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1458,10,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1172,5,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1330,8,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1468,10,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1534,11,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1399,9,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1245,6,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1247,7,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1545,11,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1579,11,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1364,8,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1277,7,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
MENDOZA,JUNIN,SHELL C.A.P.S.A.,1377,8,2025,-3314327,-6848874,"{""type"":""Point"",""coordinates"":[-68.48874,-33.14327]}",Cuyo/Comahue
CATAMARCA,SAN FERNANDO DEL VALLE,BLANCA,1265,4,2025,-28494399,-65780285,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",NOA
CATAMARCA,SAN FERNANDO DEL VALLE,BLANCA,1236,3,2025,-28494399,-65780285,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",NOA
CATAMARCA,SAN FERNANDO DEL VALLE,BLANCA,1185,1,2025,-28494399,-65780285,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",NOA
CATAMARCA,SAN FERNANDO DEL VALLE,BLANCA,1209,2,2025,-28494399,-65780285,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",NOA
CATAMARCA,SAN FERNANDO DEL VALLE,BLANCA,1257,6,2025,-28494399,-65780285,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",NOA
CATAMARCA,SAN FERNANDO DEL VALLE,BLANCA,1240,5,2025,-28494399,-65780285,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",NOA
CATAMARCA,SAN FERNANDO DEL VALLE,BLANCA,1242,5,2025,-28494399,-65780285,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",NOA
CATAMARCA,SAN FERNANDO DEL VALLE,BLANCA,1345,6,2025,-28494399,-65780285,"{""type"":""Point"",""coordinates"":[-65.780285,-28.494399]}",NOA
BUENOS AIRES,BANFIELD,GULF,1275,7,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1410,9,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1245,6,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1207,2,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1231,3,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1322,8,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1230,5,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1465,10,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1605,12,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1470,10,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1365,8,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1416,9,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1310,7,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1380,8,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1480,10,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1435,9,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1565,11,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
BUENOS AIRES,BANFIELD,GULF,1405,8,2025,-3474335,-5843025,"{""type"":""Point"",""coordinates"":[-58.43025,-34.74335]}",Centro
SALTA,SALTA,BLANCA,1210,2,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1262,4,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1425,9,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1178,1,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1233,3,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1445,9,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1454,9,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1340,7,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1395,8,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
SALTA,SALTA,BLANCA,1540,10,2025,-247871,-6541646,"{""type"":""Point"",""coordinates"":[-65.41646,-24.7871]}",NOA
CORDOBA,LUQUE,BLANCA,1271,4,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1419,8,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1757,12,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1278,6,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1492,9,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1549,10,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1599,11,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1768,12,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1200,1,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1616,11,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1791,12,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1573,10,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1348,6,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
CORDOBA,LUQUE,BLANCA,1724,11,2025,-31641336,-6335416,"{""type"":""Point"",""coordinates"":[-63.35416,-31.641336]}",Centro
SANTA FE,LAS GARZAS,BLANCA,1276,6,2025,-2884237,-5950075,"{""type"":""Point"",""coordinates"":[-59.50075,-28.84237]}",Centro
SANTA FE,LAS GARZAS,BLANCA,1239,2,2025,-2884237,-5950075,"{""type"":""Point"",""coordinates"":[-59.50075,-28.84237]}",Centro
SANTA FE,LAS GARZAS,BLANCA,1299,4,2025,-2884237,-5950075,"{""type"":""Point"",""coordinates"":[-59.50075,-28.84237]}",Centro
SANTA FE,LAS GARZAS,BLANCA,1292,3,2025,-2884237,-5950075,"{""type"":""Point"",""coordinates"":[-59.50075,-28.84237]}",Centro
CORDOBA,CORDOBA,PUMA,1253,2,2025,-3140009,-6417335,"{""type"":""Point"",""coordinates"":[-64.17335,-31.40009]}",Centro
CORDOBA,CORDOBA,PUMA,1274,5,2025,-3140009,-6417335,"{""type"":""Point"",""coordinates"":[-64.17335,-31.40009]}",Centro
CORDOBA,CORDOBA,PUMA,1382,7,2025,-3140009,-6417335,"{""type"":""Point"",""coordinates"":[-64.17335,-31.40009]}",Centro
CORDOBA,CORDOBA,PUMA,1216,1,2025,-3140009,-6417335,"{""type"":""Point"",""coordinates"":[-64.17335,-31.40009]}",Centro
CORDOBA,CORDOBA,PUMA,1277,5,2025,-3140009,-6417335,"{""type"":""Point"",""coordinates"":[-64.17335,-31.40009]}",Centro
CORDOBA,CORDOBA,PUMA,1277,3,2025,-3140009,-6417335,"{""type"":""Point"",""coordinates"":[-64.17335,-31.40009]}",Centro
CORDOBA,CORDOBA,PUMA,1253,2,2025,-31405183,-64193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}",Centro
CORDOBA,CORDOBA,PUMA,1274,5,2025,-31405183,-64193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}",Centro
CORDOBA,CORDOBA,PUMA,1382,7,2025,-31405183,-64193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}",Centro
CORDOBA,CORDOBA,PUMA,1216,1,2025,-31405183,-64193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}",Centro
CORDOBA,CORDOBA,PUMA,1277,5,2025,-31405183,-64193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}",Centro
CORDOBA,CORDOBA,PUMA,1277,3,2025,-31405183,-64193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}",Centro
CORDOBA,CORDOBA,PUMA,1253,2,2025,-3141158,-6417542,"{""type"":""Point"",""coordinates"":[-64.17542,-31.41158]}",Centro
CORDOBA,CORDOBA,PUMA,1274,5,2025,-3141158,-6417542,"{""type"":""Point"",""coordinates"":[-64.17542,-31.41158]}",Centro
CORDOBA,CORDOBA,PUMA,1382,7,2025,-3141158,-6417542,"{""type"":""Point"",""coordinates"":[-64.17542,-31.41158]}",Centro
CORDOBA,CORDOBA,PUMA,1216,1,2025,-3141158,-6417542,"{""type"":""Point"",""coordinates"":[-64.17542,-31.41158]}",Centro
CORDOBA,CORDOBA,PUMA,1277,5,2025,-3141158,-6417542,"{""type"":""Point"",""coordinates"":[-64.17542,-31.41158]}",Centro
CORDOBA,CORDOBA,PUMA,1277,3,2025,-3141158,-6417542,"{""type"":""Point"",""coordinates"":[-64.17542,-31.41158]}",Centro
MENDOZA,FRAY LUIS BELTRAN,AXION,1215,5,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1311,8,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1479,11,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1289,7,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1419,10,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1259,7,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1229,6,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1639,12,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1240,4,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1219,5,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1299,8,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1499,11,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1439,10,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1220,3,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1173,1,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1379,9,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1659,12,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1519,11,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1219,3,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1459,10,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1629,12,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1290,6,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1289,7,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1539,11,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1339,8,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1399,9,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1364,8,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1579,11,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
MENDOZA,FRAY LUIS BELTRAN,AXION,1234,5,2025,-3300454,-6864543,"{""type"":""Point"",""coordinates"":[-68.64543,-33.00454]}",Cuyo/Comahue
CORDOBA,CORDOBA,AXION,1249,3,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1269,4,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1229,2,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1289,6,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1279,4,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1289,4,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1299,4,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1339,6,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1358,6,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
CORDOBA,CORDOBA,AXION,1281,5,2025,-3143237,-6424583,"{""type"":""Point"",""coordinates"":[-64.24583,-31.43237]}",Centro
MENDOZA,SAN RAFAEL,DAPSA S.A.,1150,2,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1172,3,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1193,4,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1185,6,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1217,7,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1353,9,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1399,10,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1598,12,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1169,5,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1257,8,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1127,1,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1362,9,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1445,11,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1405,10,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1462,11,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1610,12,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1276,8,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1410,10,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1475,11,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1370,9,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1415,10,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1486,11,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1622,12,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1417,10,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1373,9,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1424,10,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1493,11,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1172,5,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1293,8,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1598,12,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1308,8,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1507,11,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1376,9,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1520,11,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1590,12,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1247,7,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1244,6,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1535,11,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1390,9,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
MENDOZA,SAN RAFAEL,DAPSA S.A.,1585,12,2025,-34631909,-68318004,"{""type"":""Point"",""coordinates"":[-68.318004,-34.631909]}",Cuyo/Comahue
